casper-rw,transformer,99.39024390243902,99.92408906882591,99.6552672339196,99.86480396575034
dfrws-2009-jhuisi,transformer,99.84615384615385,99.95507637017072,99.9004864874223,99.93041057759221
dfrws-2009-nssal,transformer,99.74143818190618,99.92443847168595,99.83268539959687,99.91595853954618
honeynet-challenge7,transformer,98.24561403508771,99.87752602571953,99.0458307786634,99.77051061388411
zookeeper,transformer,99.9710368797065,99.98453927025356,99.97778268409756,99.9798359994623
hadoop,transformer,99.97519647844926,99.95483756947586,99.96501462788927,99.99170858437897
spark,transformer,97.00422709888824,57.82637732776882,62.38308976305138,95.60773116290702
windows,transformer,98.78939818866684,97.79853839309742,98.28075434393114,98.69553039094073
honeynet-challenge5,transformer,99.66879433901798,99.69981675406049,99.68399209998893,99.68645989098451
